iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q2,sd_Q2,E_V2,sd_V2,E_Q3,sd_Q3,E_V3,sd_V3
418,10.4982,0.0482492,47.0912,0.0652989,12.9803,0.376552,71.4213,0.370361,1.60062,5.83929,2.45411e+08,5.87093
419,10.4981,0.0482448,47.0915,0.0652886,12.9834,0.376568,71.4333,0.370368,1.61719,5.84088,2.44827e+08,5.87001
420,10.4981,0.048228,47.0915,0.065301,12.9854,0.376667,71.4438,0.370454,1.61383,5.84261,2.44246e+08,5.86903
421,10.4982,0.0482199,47.0918,0.0652932,12.9873,0.376588,71.4497,0.370395,1.61004,5.84153,2.43712e+08,5.86957
422,10.4984,0.0482179,47.0938,0.0652997,12.9902,0.376653,71.4468,0.370254,1.60626,5.84105,2.45277e+08,5.8711
423,10.4987,0.0482042,47.0926,0.0652945,12.9954,0.376624,71.4336,0.370112,1.60248,5.83986,2.44703e+08,5.86971
424,10.4991,0.048203,47.0925,0.0652791,13.0016,0.376749,71.4332,0.370016,1.59871,5.83824,2.44174e+08,5.86965
425,10.4993,0.0481929,47.0924,0.065278,13.0036,0.377092,71.4218,0.36997,1.59503,5.83931,2.43625e+08,5.87161
426,10.4994,0.04818,47.093,0.0652705,13.0025,0.377136,71.4203,0.369897,1.59188,5.84003,2.43082e+08,5.87293
427,10.4995,0.0481631,47.0934,0.0652591,13.0032,0.377194,71.4234,0.369896,1.68392,5.84087,2.42561e+08,5.87242
428,10.4996,0.0481589,47.0919,0.0652708,13.0034,0.377052,71.4263,0.369904,1.68001,5.84057,2.42047e+08,5.87402
429,10.4996,0.0481471,47.0902,0.0652643,13.0052,0.376992,71.4137,0.369995,1.67614,5.8389,2.41565e+08,5.87424
430,10.4996,0.0481426,47.0902,0.0652536,13.0031,0.377039,71.4063,0.369936,1.67228,5.83733,2.41008e+08,5.87441
431,10.4995,0.0481534,47.0902,0.0652475,13.0011,0.377044,71.4031,0.369912,1.66869,5.83707,2.40463e+08,5.87695
432,10.4995,0.0481637,47.0899,0.0652538,12.9987,0.377063,71.4017,0.369897,1.66489,5.83687,2.40056e+08,5.87872
433,10.4998,0.0481499,47.0908,0.0652525,12.9983,0.377012,71.3884,0.369731,1.66109,5.83508,2.39509e+08,5.87881
434,10.4999,0.0481366,47.092,0.0652468,12.9972,0.37707,71.386,0.369724,1.65743,5.83337,2.38968e+08,5.87856
435,10.5001,0.0481295,47.0939,0.0652475,12.996,0.377031,71.3852,0.369584,1.65364,5.83288,2.38424e+08,5.88125
436,10.5002,0.048143,47.0941,0.0652691,12.9947,0.377086,71.3922,0.369465,1.64988,5.8323,2.40691e+08,5.88332
437,10.5001,0.0481394,47.0939,0.0652801,12.9956,0.376994,71.3989,0.36955,1.64612,5.83202,2.41404e+08,5.88716
438,10.5002,0.048126,47.0942,0.0652739,12.9978,0.376856,71.4073,0.369515,1.64238,5.83136,2.40864e+08,5.88898
439,10.5003,0.0481308,47.0942,0.0652734,12.9969,0.376803,71.4121,0.369448,1.63872,5.83059,2.40339e+08,5.88972
440,10.5008,0.0481124,47.0938,0.0652891,12.998,0.376817,71.4047,0.369353,1.6353,5.82999,2.39813e+08,5.89052
441,10.5011,0.0481047,47.096,0.0653169,12.9987,0.37679,71.391,0.369466,1.63162,5.82773,2.39288e+08,5.89059
442,10.5012,0.048095,47.097,0.0653464,12.9991,0.376726,71.3894,0.369437,1.62794,5.82631,2.38752e+08,5.89204
443,10.5011,0.048073,47.0972,0.0653278,12.9961,0.376849,71.3801,0.369429,1.62432,5.82644,2.3822e+08,5.89127
444,10.5012,0.0480508,47.0971,0.0653298,12.9951,0.37687,71.3779,0.369426,1.62073,5.82554,2.37685e+08,5.89082
445,10.5011,0.0480317,47.0962,0.0653593,12.9964,0.377039,71.3862,0.369478,1.6171,5.82419,2.37154e+08,5.89007
446,10.5012,0.0480291,47.097,0.0653662,12.9973,0.377006,71.3826,0.369483,1.6135,5.82294,2.36627e+08,5.8891
447,10.5012,0.0480214,47.0965,0.0653543,12.9972,0.376928,71.3864,0.36952,1.60992,5.8229,2.36109e+08,5.88901
448,10.5014,0.04801,47.0973,0.065361,13.0002,0.376951,71.3827,0.369487,1.6064,5.8216,2.35584e+08,5.88658
449,10.5016,0.0480082,47.097,0.0653682,13.0023,0.376974,71.3678,0.369397,1.60343,5.82325,2.35061e+08,5.88526
450,10.5016,0.0479986,47.0974,0.0653861,13.0056,0.376948,71.3722,0.36938,1.60007,5.82456,2.34543e+08,5.88487
451,10.5014,0.0479922,47.0987,0.0653783,13.0055,0.377061,71.3735,0.369262,1.59703,5.82552,2.34062e+08,5.88776
452,10.5013,0.0479992,47.0993,0.0653696,13.0037,0.377152,71.3755,0.3692,1.59369,5.8266,2.33548e+08,5.88754
453,10.5014,0.047994,47.0975,0.0653568,13.0064,0.37727,71.3767,0.36911,1.59075,5.8247,2.33053e+08,5.88702
454,10.5014,0.0479828,47.0974,0.0653505,13.0111,0.377292,71.3731,0.368956,1.58742,5.82444,2.32546e+08,5.88716
455,10.5013,0.0479642,47.0972,0.0653275,13.0074,0.377233,71.3691,0.368799,1.62801,5.8267,2.38667e+08,5.88805
456,10.5013,0.0479456,47.0996,0.0653144,13.0034,0.377053,71.3807,0.368744,1.62448,5.82731,2.38146e+08,5.88911
457,10.5012,0.0479306,47.1001,0.065308,13.0014,0.377035,71.3775,0.368623,1.62097,5.82587,2.3764e+08,5.89001
458,10.5012,0.0479131,47.0998,0.0652993,13.0007,0.377046,71.3789,0.368522,1.61828,5.82676,2.37129e+08,5.88955
459,10.5014,0.0479073,47.0997,0.0653083,13.0025,0.377079,71.3694,0.368364,1.61479,5.82655,2.3662e+08,5.88851
460,10.5016,0.0478963,47.0986,0.0652971,13.0015,0.377282,71.3705,0.368475,1.6113,5.82614,2.36107e+08,5.88938
461,10.5016,0.0479106,47.0994,0.0652951,12.9996,0.377369,71.3621,0.36864,1.60787,5.82592,2.35597e+08,5.88706
462,10.5016,0.0479123,47.1003,0.0652852,12.9994,0.377416,71.3528,0.368541,1.60458,5.82559,2.35614e+08,5.88745
463,10.5017,0.0478969,47.1005,0.0652823,12.9986,0.377328,71.3489,0.368531,1.60114,5.82476,2.36331e+08,5.89019
464,10.5018,0.0478944,47.1006,0.0652677,12.9995,0.377284,71.3519,0.368497,1.59772,5.82507,2.35855e+08,5.8911
465,10.5019,0.0478829,47.1009,0.0652886,13.0022,0.37726,71.3494,0.368357,1.59432,5.8266,2.35362e+08,5.88945
466,10.5017,0.047885,47.1005,0.0653034,13.0027,0.377161,71.353,0.368258,1.59099,5.82923,2.34859e+08,5.8901
467,10.5019,0.0478777,47.1005,0.0652975,13.0022,0.377141,71.3554,0.368246,1.59661,5.83244,2.344e+08,5.89223
468,10.5018,0.0478706,47.0997,0.0653197,13.004,0.377094,71.3565,0.368231,1.59327,5.83236,2.33903e+08,5.89128
469,10.5017,0.0478673,47.0999,0.0653469,13.0067,0.37712,71.3617,0.368391,1.59005,5.83278,2.33407e+08,5.89097
470,10.5016,0.0478507,47.1,0.0653525,13.0066,0.377168,71.3672,0.368361,1.5867,5.83276,2.33118e+08,5.89365
471,10.5015,0.0478391,47.0999,0.0653561,13.0059,0.377202,71.3773,0.368403,1.58352,5.83059,2.32632e+08,5.89378
472,10.5017,0.0478325,47.0996,0.065373,13.0057,0.377133,71.3561,0.368505,1.58047,5.82947,2.32141e+08,5.89184
473,10.5018,0.0478255,47.0992,0.0653657,13.0075,0.377204,71.3482,0.368512,1.57884,5.83151,2.31651e+08,5.89045
474,10.5018,0.0478208,47.0993,0.0653621,13.0066,0.37744,71.3372,0.36848,1.57568,5.83211,2.31165e+08,5.88979
475,10.5018,0.0477976,47.1002,0.0653578,13.0067,0.377479,71.3343,0.368406,1.57243,5.83391,2.30681e+08,5.88904
476,10.5018,0.0477899,47.0991,0.0653626,13.0067,0.377384,71.3331,0.368434,1.56915,5.83296,2.30204e+08,5.89047
477,10.5019,0.0477855,47.0985,0.0653612,13.008,0.377408,71.3377,0.368452,1.5659,5.83248,2.29723e+08,5.89012
478,10.5021,0.047801,47.0987,0.0653796,13.0099,0.377457,71.3411,0.368487,1.56273,5.83247,2.30128e+08,5.89125
479,10.5023,0.0478145,47.0996,0.0653665,13.0088,0.377417,71.3449,0.368511,1.55972,5.83205,2.29649e+08,5.89111
480,10.5024,0.0478176,47.1002,0.0653807,13.0061,0.377345,71.3495,0.368502,1.55648,5.831,2.29302e+08,5.89199
481,10.5026,0.0478275,47.1009,0.0653696,13.0086,0.377336,71.3421,0.368585,1.55352,5.83046,2.28827e+08,5.89049
482,10.5027,0.0478264,47.0999,0.0653739,13.0112,0.377895,71.3402,0.36866,1.55044,5.83024,2.28353e+08,5.88904
483,10.5028,0.047826,47.0992,0.0653801,13.0105,0.378231,71.339,0.368717,1.54731,5.8297,2.27882e+08,5.8882
484,10.5027,0.0478147,47.0977,0.0653725,13.0134,0.378828,71.3445,0.368878,1.54412,5.82875,2.27413e+08,5.8868
485,10.5026,0.0478092,47.098,0.0653656,13.0137,0.379099,71.3433,0.368953,1.541,5.82753,2.26946e+08,5.88594
486,10.5025,0.0478024,47.0982,0.0653603,13.0136,0.379395,71.3501,0.369217,1.53786,5.82759,2.26519e+08,5.88682
487,10.5025,0.0478024,47.0998,0.0653916,13.0137,0.37958,71.3557,0.369382,1.53473,5.82675,2.26061e+08,5.88649
488,10.5023,0.0478226,47.1006,0.065385,13.0172,0.380325,71.3677,0.369636,1.53161,5.8272,2.2561e+08,5.88723
489,10.5023,0.0478295,47.1003,0.0653654,13.0199,0.381019,71.3726,0.369848,1.52896,5.82884,2.25158e+08,5.88675
490,10.5022,0.0478292,47.1005,0.0653538,13.0204,0.38162,71.3855,0.369962,1.53679,5.82757,2.24701e+08,5.88636
491,10.5021,0.0478224,47.1013,0.0653363,13.0195,0.381886,71.3961,0.370094,1.53385,5.82707,2.24248e+08,5.88585
492,10.5021,0.0478219,47.1009,0.0653153,13.0189,0.382203,71.3922,0.37012,1.53561,5.82958,2.23798e+08,5.88425
493,10.5019,0.0478103,47.1013,0.0653239,13.0191,0.382742,71.3939,0.370242,1.53273,5.82916,2.23347e+08,5.88405
494,10.5018,0.0478196,47.102,0.0653201,13.0206,0.383285,71.3902,0.370211,1.52981,5.82891,2.22897e+08,5.88373
495,10.5017,0.0478322,47.1017,0.0653269,13.0231,0.383563,71.3891,0.370285,1.52747,5.83006,2.22448e+08,5.88338
496,10.5017,0.0478327,47.1015,0.0653529,13.024,0.383895,71.3953,0.37034,1.5244,5.82925,2.22005e+08,5.88356
497,10.5017,0.047832,47.1018,0.0653355,13.0283,0.384486,71.4049,0.370454,1.52142,5.83153,2.2156e+08,5.88206
498,10.5016,0.0478423,47.1021,0.0653305,13.0296,0.38488,71.4078,0.370602,1.51881,5.83115,2.21116e+08,5.88121
499,10.5013,0.0478455,47.1026,0.0653134,13.0272,0.385159,71.4212,0.370753,1.51613,5.83377,2.20675e+08,5.88136
500,10.5012,0.0478349,47.1014,0.0653188,13.0267,0.385073,71.4369,0.370816,1.51313,5.83338,2.20241e+08,5.88171
501,10.5013,0.047833,47.1026,0.0653234,13.0304,0.385033,71.448,0.370843,1.51012,5.83191,2.19804e+08,5.8821
502,10.5013,0.0478228,47.1026,0.0653239,13.0324,0.385179,71.4525,0.370857,1.50718,5.832,2.19367e+08,5.88165
503,10.5012,0.0478205,47.1012,0.0653284,13.0311,0.385309,71.4374,0.370814,1.50444,5.8323,2.18932e+08,5.8792
504,10.5013,0.0478291,47.1004,0.0653447,13.0305,0.38553,71.4305,0.37083,1.50219,5.83349,2.18501e+08,5.87807
505,10.5013,0.0478334,47.1001,0.0653607,13.0346,0.385783,71.4131,0.370769,1.49953,5.83573,2.1807e+08,5.87624
506,10.5014,0.0478348,47.1,0.0653739,13.0354,0.385865,71.4015,0.370766,1.49868,5.83722,2.17676e+08,5.87617
507,10.5014,0.0478401,47.0996,0.0653647,13.0351,0.386077,71.4002,0.370753,1.49627,5.83678,2.17306e+08,5.87653
508,10.5013,0.0478274,47.1002,0.065351,13.0328,0.386188,71.4057,0.370786,1.49351,5.83603,2.16884e+08,5.87646
509,10.5013,0.0478317,47.1007,0.0653424,13.0332,0.38643,71.4087,0.370808,1.49077,5.83522,2.16469e+08,5.87782
510,10.5011,0.0478209,47.1001,0.0653319,13.0319,0.386314,71.4085,0.370728,1.48787,5.83513,2.16107e+08,5.87903
511,10.5012,0.0478013,47.1004,0.0653194,13.0298,0.386221,71.3983,0.37066,1.48526,5.83352,2.18305e+08,5.88042
512,10.5011,0.0477922,47.0997,0.065314,13.0304,0.386196,71.3973,0.370545,1.48242,5.83227,2.17879e+08,5.8786
513,10.5012,0.0477872,47.1002,0.0653047,13.0294,0.386171,71.395,0.370658,1.47954,5.8305,2.17456e+08,5.87898
514,10.5011,0.0477776,47.1001,0.0652918,13.0294,0.386139,71.3942,0.370594,1.49563,5.82893,2.17046e+08,5.8795
515,10.5011,0.0477638,47.1008,0.0652975,13.0283,0.386076,71.3999,0.370557,1.49277,5.82999,2.16627e+08,5.87962
516,10.5011,0.0477607,47.1014,0.065296,13.027,0.386003,71.4067,0.370519,1.48995,5.82977,2.16239e+08,5.87865
517,10.5012,0.0477471,47.102,0.0652892,13.0267,0.385921,71.4063,0.370483,1.48718,5.83059,2.15823e+08,5.87878
518,10.5014,0.0477382,47.1021,0.0653193,13.0257,0.385858,71.4048,0.370423,1.48433,5.82932,2.15409e+08,5.87795
519,10.5013,0.0477243,47.1025,0.0653193,13.0243,0.385738,71.4047,0.370281,1.48201,5.82869,2.15018e+08,5.87852
520,10.5011,0.0477154,47.1019,0.065324,13.0223,0.385706,71.4104,0.370251,1.47975,5.83093,2.14607e+08,5.87789
521,10.501,0.0477208,47.1027,0.0653339,13.0219,0.385571,71.4157,0.370158,1.47712,5.83271,2.14197e+08,5.87682
522,10.5007,0.0477237,47.1017,0.0653309,13.0205,0.385564,71.4234,0.370144,1.47477,5.83583,2.13787e+08,5.87612
523,10.5007,0.0477107,47.1026,0.0653363,13.0188,0.385469,71.4229,0.370078,1.48687,5.83763,2.1338e+08,5.87571
524,10.5006,0.0477086,47.1032,0.0653369,13.0189,0.385385,71.4197,0.370065,1.48416,5.83895,2.12973e+08,5.87383
525,10.5005,0.0477061,47.1043,0.0653308,13.0177,0.385363,71.4253,0.369998,1.48153,5.83887,2.14158e+08,5.87511
526,10.5004,0.0476991,47.1046,0.0653114,13.016,0.38531,71.4123,0.369979,1.47891,5.83968,2.13768e+08,5.87787
527,10.5004,0.0476955,47.1041,0.0653185,13.016,0.385147,71.4063,0.369924,1.47671,5.84087,2.13556e+08,5.88002
528,10.5003,0.0477008,47.1038,0.0653192,13.0186,0.385132,71.409,0.369913,1.47402,5.84188,2.13155e+08,5.88102
529,10.5003,0.0476963,47.1051,0.0653184,13.0189,0.384967,71.4116,0.369888,1.47693,5.84343,2.13047e+08,5.88187
530,10.5003,0.0476997,47.1048,0.0653034,13.0205,0.384866,71.4097,0.369943,1.47454,5.84351,2.12647e+08,5.88037
531,10.5002,0.0476968,47.1048,0.0652805,13.0184,0.384779,71.4083,0.369924,1.473,5.84484,2.12247e+08,5.87831
532,10.5004,0.0476912,47.1046,0.06526,13.0188,0.384621,71.4039,0.369874,1.47031,5.84504,2.11849e+08,5.87729
533,10.5003,0.0477034,47.1048,0.0652402,13.0159,0.384597,71.4072,0.369831,1.46763,5.84545,2.1146e+08,5.87602
534,10.5004,0.0477008,47.1051,0.0652376,13.0165,0.384546,71.4091,0.36984,1.46496,5.84585,2.11068e+08,5.87526
535,10.5002,0.0477089,47.1051,0.0652298,13.019,0.384544,71.414,0.369836,1.46237,5.84767,2.10679e+08,5.87403
536,10.5001,0.0477109,47.1042,0.0652271,13.0205,0.384461,71.4089,0.369808,1.46369,5.84989,2.1029e+08,5.87442
537,10.4999,0.047717,47.1032,0.0652355,13.0192,0.384468,71.408,0.369768,1.46113,5.8501,2.099e+08,5.87291
538,10.4995,0.04773,47.1013,0.0652292,13.0198,0.384436,71.4053,0.369758,1.4589,5.85134,2.09514e+08,5.87359
539,10.4992,0.047741,47.0996,0.0652414,13.02,0.384406,71.4032,0.369632,1.45654,5.8525,2.09129e+08,5.87243
540,10.499,0.0477604,47.0991,0.0652279,13.0179,0.384334,71.4042,0.369588,1.45411,5.85334,2.08747e+08,5.87236
541,10.4989,0.0477772,47.0991,0.0652285,13.0158,0.384248,71.406,0.36959,1.45162,5.85334,2.08367e+08,5.87121
542,10.4989,0.0477801,47.0998,0.0652332,13.014,0.384155,71.3988,0.369526,1.44907,5.85453,2.07986e+08,5.86977
543,10.499,0.0477669,47.1,0.0652355,13.0121,0.383999,71.4026,0.369493,1.44703,5.85401,2.07616e+08,5.87051
544,10.499,0.0477558,47.0995,0.0652357,13.0117,0.383885,71.4021,0.369456,1.445,5.85491,2.0743e+08,5.87196
545,10.4989,0.0477465,47.0991,0.0652497,13.0138,0.38386,71.4008,0.369441,1.44238,5.85476,2.07053e+08,5.87326
546,10.4989,0.0477543,47.0986,0.0652678,13.0142,0.383822,71.4015,0.369458,1.43976,5.85314,2.06674e+08,5.87165
547,10.4989,0.0477527,47.0991,0.0652741,13.0147,0.383868,71.3998,0.369456,1.4372,5.85235,2.06299e+08,5.87228
548,10.4988,0.0477665,47.0996,0.0652605,13.0135,0.383853,71.4029,0.369408,1.43482,5.8533,2.05925e+08,5.87093
549,10.4988,0.0477742,47.0989,0.0652386,13.0146,0.383882,71.4103,0.369347,1.43323,5.85518,2.05552e+08,5.87143
550,10.4988,0.0477866,47.0993,0.0652487,13.0164,0.383833,71.4111,0.369357,1.43201,5.8577,2.05181e+08,5.87208
551,10.4989,0.0477855,47.0993,0.065247,13.0187,0.383733,71.4051,0.36938,1.43001,5.85992,2.0481e+08,5.87096
552,10.4989,0.0478034,47.0984,0.0652448,13.0235,0.383775,71.4059,0.369397,1.42771,5.86004,2.0444e+08,5.87084
553,10.499,0.0478287,47.0981,0.0652439,13.028,0.383925,71.4057,0.369408,1.42541,5.86063,2.04072e+08,5.87077
554,10.4991,0.0478457,47.0981,0.0652467,13.0322,0.38409,71.4053,0.369415,1.42312,5.86142,2.03707e+08,5.87185
555,10.4991,0.0478777,47.0963,0.0652504,13.0352,0.384118,71.4011,0.369492,1.42082,5.86143,2.03348e+08,5.87219
556,10.499,0.0479067,47.0954,0.0652468,13.0378,0.384051,71.4016,0.369559,1.41851,5.86026,2.03202e+08,5.87338
557,10.499,0.047938,47.0938,0.0652426,13.0385,0.384079,71.4006,0.369481,1.41624,5.8591,2.02851e+08,5.87196
558,10.499,0.0479476,47.0938,0.0652384,13.0402,0.384143,71.3942,0.369426,1.41396,5.85919,2.0292e+08,5.87188
559,10.4989,0.0479692,47.0935,0.0652405,13.0404,0.38422,71.3843,0.369333,1.41177,5.86011,2.02598e+08,5.87219
560,10.4989,0.0479771,47.093,0.0652559,13.0408,0.384182,71.3738,0.369185,1.40961,5.85964,2.02263e+08,5.87275
561,10.4988,0.047996,47.092,0.0652589,13.0408,0.384211,71.3688,0.36915,1.40935,5.8601,2.01908e+08,5.87228
562,10.4987,0.0479963,47.0909,0.065245,13.0394,0.384279,71.3678,0.369122,1.40774,5.86219,2.01583e+08,5.87217
563,10.4987,0.0480162,47.0907,0.0652519,13.04,0.384327,71.3654,0.369052,1.40565,5.86211,2.01226e+08,5.87015
564,10.4986,0.0480447,47.0911,0.0652564,13.0384,0.384338,71.3689,0.369022,1.40334,5.86224,2.0087e+08,5.86794
565,10.4986,0.0480664,47.0909,0.0652717,13.0392,0.384461,71.3672,0.368988,1.40119,5.86155,2.00516e+08,5.86703
566,10.4985,0.0480962,47.0909,0.0652583,13.0413,0.384489,71.372,0.368961,1.39889,5.86282,2.00165e+08,5.86618
567,10.4984,0.0481209,47.091,0.0652513,13.0417,0.384371,71.3755,0.368995,1.39675,5.86328,1.99824e+08,5.86736
568,10.4984,0.048133,47.0901,0.065246,13.0423,0.384339,71.3741,0.36902,1.3944,5.86302,1.99486e+08,5.86851
569,10.4985,0.0481422,47.0898,0.0652431,13.044,0.384362,71.3739,0.369056,1.39207,5.86198,1.99143e+08,5.87029
570,10.4984,0.0481453,47.0904,0.0652464,13.0468,0.38439,71.3799,0.369071,1.43677,5.86252,1.98795e+08,5.87125
571,10.4982,0.0481474,47.0908,0.0652521,13.0462,0.384384,71.3859,0.368986,1.43641,5.86183,1.98473e+08,5.87058
572,10.4979,0.0481736,47.0905,0.0652563,13.0421,0.384313,71.3915,0.369023,1.43461,5.86299,1.98127e+08,5.86963
573,10.4977,0.048168,47.091,0.0652403,13.043,0.384288,71.3991,0.369103,1.43231,5.86436,1.97783e+08,5.86953
574,10.4976,0.0481781,47.0919,0.0652219,13.0414,0.384381,71.3975,0.369043,1.43012,5.86511,1.97439e+08,5.8679
575,10.4975,0.0481724,47.0926,0.0652218,13.0397,0.384454,71.399,0.368972,1.42767,5.86443,1.97097e+08,5.8675
576,10.4974,0.048171,47.093,0.065224,13.0382,0.384569,71.4013,0.368965,1.4252,5.86287,1.96764e+08,5.86621
577,10.4973,0.048157,47.0924,0.0652189,13.038,0.38451,71.3985,0.368976,1.42275,5.86223,1.96424e+08,5.86578
578,10.4973,0.0481617,47.0923,0.0652189,13.0379,0.384722,71.4097,0.369069,1.42031,5.86046,1.96089e+08,5.86559
579,10.4972,0.0482096,47.0928,0.0652167,13.0372,0.384751,71.426,0.369154,1.418,5.85988,1.95751e+08,5.86508
580,10.497,0.0482572,47.0934,0.065223,13.0359,0.38468,71.4331,0.36917,1.41571,5.85962,1.95828e+08,5.86591
581,10.4968,0.048334,47.0942,0.065218,13.0347,0.384732,71.4427,0.369159,1.4139,5.85877,1.95507e+08,5.86623
582,10.4963,0.0485704,47.0939,0.0652209,13.0354,0.384758,71.4487,0.369244,1.41203,5.85879,1.95174e+08,5.86692
583,10.496,0.0487783,47.0941,0.0652303,13.0335,0.384781,71.4506,0.369231,1.41027,5.85867,1.9484e+08,5.86648
584,10.4956,0.0489792,47.0943,0.0652293,13.0318,0.384716,71.4556,0.369203,1.40851,5.85848,1.94522e+08,5.86531
585,10.4952,0.0491303,47.0943,0.0652082,13.0309,0.384728,71.4461,0.369185,1.40648,5.858,1.94192e+08,5.8647
586,10.4949,0.0492902,47.0946,0.0652057,13.0303,0.384674,71.4536,0.369269,1.40447,5.8596,1.93926e+08,5.86462
587,10.4945,0.0494503,47.0946,0.0651925,13.0292,0.384639,71.4605,0.369286,1.40335,5.85892,1.93619e+08,5.86538
588,10.4941,0.0495905,47.0951,0.0651878,13.0291,0.384596,71.4616,0.369267,1.40139,5.85988,1.93417e+08,5.86693
589,10.4938,0.0497164,47.0953,0.0651933,13.0315,0.384485,71.4683,0.369229,1.39973,5.86235,1.93246e+08,5.86939
590,10.4934,0.0498712,47.0957,0.0651894,13.0308,0.384494,71.4678,0.369236,1.39786,5.86297,1.92929e+08,5.86851
591,10.4932,0.0500386,47.0956,0.0651915,13.0313,0.384469,71.4683,0.369178,1.39596,5.86341,1.92607e+08,5.86845
592,10.4929,0.0501894,47.0959,0.0651701,13.0333,0.384466,71.4638,0.369118,1.43057,5.8648,1.92286e+08,5.86832
593,10.4928,0.0503225,47.0962,0.0651603,13.0366,0.384452,71.4672,0.369031,1.42855,5.86614,1.91967e+08,5.86788
594,10.4928,0.0503415,47.0956,0.0651484,13.0379,0.384361,71.4587,0.369022,1.42627,5.86639,1.91667e+08,5.86854
595,10.4926,0.0503385,47.096,0.065144,13.0382,0.384238,71.4605,0.36908,1.424,5.86633,1.91436e+08,5.86953
596,10.4926,0.0503435,47.0971,0.0651516,13.0371,0.384263,71.4622,0.369095,1.42174,5.86753,2.0334e+08,5.87302
597,10.4926,0.0503519,47.0966,0.0651612,13.0355,0.384166,71.4662,0.369115,1.4195,5.86752,2.03e+08,5.87307
598,10.4925,0.0503553,47.0972,0.065154,13.0359,0.384097,71.47,0.369036,1.41743,5.86865,2.02708e+08,5.87307
599,10.4925,0.0503381,47.0973,0.0651518,13.0363,0.384089,71.4755,0.368941,1.41514,5.86759,2.02417e+08,5.87308
600,10.4923,0.0503414,47.0969,0.0651509,13.0352,0.384109,71.4785,0.368975,1.51465,5.86851,2.02081e+08,5.87433
601,10.4922,0.0503471,47.0962,0.065136,13.0368,0.384183,71.4876,0.369036,1.5805,5.86831,2.0175e+08,5.87584
602,10.4922,0.0503392,47.0963,0.0651284,13.0373,0.384129,71.4891,0.369011,1.57798,5.86801,2.0142e+08,5.87514
603,10.4922,0.0503302,47.0972,0.0651116,13.0354,0.384081,71.4892,0.369053,1.57552,5.86748,2.01088e+08,5.8747
604,10.4922,0.0503191,47.0984,0.0651091,13.0337,0.384091,71.5019,0.369088,1.57295,5.86705,2.00756e+08,5.87311
605,10.4921,0.0503107,47.0988,0.065119,13.0321,0.384075,71.515,0.369082,1.5704,5.86533,2.00441e+08,5.87352
606,10.4919,0.0503141,47.0985,0.0651259,13.0291,0.384003,71.5241,0.369072,1.56782,5.86435,2.00175e+08,5.8745
607,10.4921,0.0503143,47.0992,0.0651177,13.0288,0.383977,71.5309,0.369067,1.56526,5.8644,1.99879e+08,5.87492
608,10.4919,0.0503027,47.099,0.0651006,13.0272,0.383873,71.5366,0.369061,1.56269,5.86281,1.99551e+08,5.87398
609,10.4919,0.0502915,47.0997,0.0650774,13.0271,0.383789,71.5343,0.368981,1.56028,5.86191,1.99224e+08,5.87342
610,10.492,0.0502857,47.0989,0.0650819,13.0276,0.383817,71.5389,0.368933,1.58374,5.86277,1.98901e+08,5.87405
611,10.4921,0.0502795,47.0989,0.0650782,13.0289,0.383834,71.5375,0.368895,1.58125,5.86383,1.98579e+08,5.87352
612,10.4922,0.0502668,47.0971,0.0650988,13.031,0.383859,71.529,0.368815,1.57869,5.86291,1.9826e+08,5.87374
613,10.4921,0.0502718,47.0967,0.0650948,13.0299,0.383759,71.5233,0.368848,1.58084,5.86148,1.97937e+08,5.87304
614,10.4922,0.0502735,47.0958,0.0650972,13.0299,0.383827,71.5268,0.368831,1.57827,5.85924,1.97617e+08,5.87294
615,10.4923,0.0502689,47.0963,0.0650969,13.0302,0.383821,71.5262,0.368843,1.57571,5.85756,1.97303e+08,5.87285
616,10.4922,0.0502685,47.0949,0.0650965,13.0302,0.383849,71.5264,0.368866,1.57318,5.85776,1.96989e+08,5.87376
617,10.4922,0.0502639,47.095,0.0650722,13.0284,0.383778,71.5229,0.368801,1.57077,5.85819,1.96671e+08,5.87365
618,10.4922,0.0502636,47.096,0.0650788,13.0299,0.383801,71.517,0.368664,1.56838,5.85856,1.96357e+08,5.87299
619,10.4923,0.0502531,47.0968,0.0650984,13.0304,0.383792,71.5164,0.368657,1.56597,5.85972,1.98022e+08,5.87337
620,10.4922,0.0502411,47.0966,0.0651084,13.0308,0.383762,71.5229,0.36858,1.56363,5.85908,1.97704e+08,5.87267
621,10.4921,0.0502415,47.0962,0.0651157,13.0293,0.383658,71.5329,0.368551,1.56126,5.85907,1.97391e+08,5.87305
622,10.4919,0.0502391,47.0944,0.0651185,13.0282,0.383645,71.5395,0.368624,1.55916,5.85985,1.97075e+08,5.87283
623,10.4919,0.0502334,47.0944,0.0651052,13.0279,0.383593,71.5394,0.368661,1.55672,5.85929,1.96759e+08,5.87178
624,10.4919,0.0502266,47.0949,0.0650837,13.0265,0.383516,71.5421,0.368712,1.55967,5.85974,1.96446e+08,5.8715
625,10.492,0.0502248,47.0955,0.0650659,13.0258,0.383464,71.5546,0.368847,1.55729,5.85904,1.9615e+08,5.87172
626,10.4918,0.0502286,47.0958,0.0650647,13.0261,0.383436,71.5611,0.36891,1.55491,5.85943,1.95837e+08,5.87159
