iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b,c
1882,293.987,2,5.04842,0.624153,21.1751,5.01452,28.2453,0.218355,0.230913,0.690857,0.632343,0.0248224,0.9025
1883,284.726,2,5.04843,0.624109,21.1752,5.01447,28.2452,0.218345,0.230908,0.690844,0.632287,0.0248227,0.9025
1884,281.319,2,5.04843,0.624107,21.175,5.0145,28.2457,0.218342,0.230909,0.690866,0.632302,0.0248225,0.9025
1885,279.833,2,5.04842,0.624075,21.175,5.01443,28.2462,0.218336,0.230911,0.690855,0.63232,0.0248224,0.9025
1886,282.857,2,5.04842,0.624055,21.1747,5.01453,28.2464,0.218334,0.230915,0.690887,0.632307,0.0248222,0.9025
1887,279.411,2,5.04842,0.624011,21.1745,5.01462,28.2458,0.21833,0.230927,0.690884,0.632323,0.0248218,0.9025
1888,276.769,2,5.04843,0.623999,21.1743,5.01486,28.2457,0.21833,0.230925,0.690912,0.632343,0.0248212,0.9025
1889,283.811,2,5.04842,0.624032,21.1743,5.0149,28.2456,0.218328,0.23092,0.690933,0.63234,0.0248213,0.9025
1890,287.728,2,5.04841,0.624045,21.1742,5.01496,28.2457,0.218331,0.23092,0.690935,0.632343,0.0248216,0.9025
1891,283.017,2,5.04841,0.62409,21.174,5.01507,28.2455,0.218333,0.230911,0.690946,0.632339,0.0248217,0.9025
1892,285.142,2,5.0484,0.624121,21.1739,5.01518,28.2447,0.218336,0.230916,0.690957,0.632327,0.0248216,0.9025
1893,284.481,2,5.04839,0.624127,21.174,5.0152,28.2455,0.218341,0.230921,0.690967,0.632346,0.0248216,0.9025
1894,280.117,2,5.04838,0.624155,21.174,5.0151,28.2458,0.218345,0.23092,0.690961,0.632297,0.0248211,0.9025
1895,278.488,2,5.04837,0.624171,21.1741,5.01498,28.2462,0.218346,0.230918,0.690971,0.632259,0.0248205,0.9025
1896,284.983,2,5.04839,0.624197,21.1742,5.01501,28.2452,0.218341,0.23091,0.690976,0.632208,0.0248207,0.9025
1897,287.982,2,5.0484,0.624207,21.1745,5.01504,28.2454,0.218339,0.230906,0.690988,0.632178,0.0248211,0.9025
1898,285.1,2,5.04842,0.624187,21.1745,5.01515,28.2448,0.218338,0.230906,0.691031,0.632182,0.0248211,0.9025
1899,285.445,2,5.04844,0.624147,21.1744,5.01523,28.2442,0.218339,0.230915,0.69104,0.632209,0.0248212,0.9025
1900,283.113,2,5.04846,0.624135,21.1743,5.01542,28.2434,0.218338,0.230917,0.691032,0.632256,0.0248214,0.9025
1901,283.679,2,5.04847,0.624143,21.1742,5.0156,28.2432,0.21834,0.23092,0.691026,0.632301,0.0248216,0.9025
1902,282.704,2,5.04848,0.624136,21.1746,5.01551,28.2427,0.218346,0.230932,0.690985,0.632306,0.0248216,0.9025
1903,286.371,2,5.0485,0.624156,21.175,5.01554,28.2429,0.218349,0.230938,0.690963,0.632294,0.0248218,0.9025
1904,282.202,2,5.0485,0.624144,21.175,5.01552,28.2424,0.218348,0.230939,0.690903,0.632309,0.0248221,0.9025
1905,284.081,2,5.0485,0.624179,21.1748,5.01563,28.2418,0.218346,0.230932,0.690862,0.632347,0.0248227,0.9025
1906,287.861,2,5.04852,0.624181,21.175,5.01559,28.2416,0.218345,0.23094,0.690822,0.632391,0.0248234,0.9025
1907,284.082,2,5.0485,0.624201,21.1751,5.01553,28.2416,0.21835,0.230946,0.690784,0.632421,0.0248236,0.9025
1908,284.707,2,5.0485,0.624211,21.1752,5.01534,28.241,0.218354,0.230944,0.690758,0.632422,0.0248239,0.9025
1909,282.799,2,5.0485,0.624219,21.1754,5.01517,28.2417,0.218358,0.230951,0.69072,0.632463,0.024824,0.9025
1910,289.874,2,5.0485,0.624218,21.1754,5.01511,28.242,0.21836,0.230959,0.690739,0.632498,0.0248245,0.9025
1911,287.552,2,5.0485,0.624205,21.1754,5.01511,28.2422,0.218362,0.230956,0.69074,0.632524,0.024825,0.9025
1912,285.618,2,5.04851,0.624206,21.1755,5.01506,28.242,0.218358,0.230954,0.69076,0.632527,0.0248252,0.9025
1913,285.258,2,5.0485,0.624204,21.1757,5.01487,28.2419,0.218359,0.230949,0.690749,0.632508,0.0248255,0.9025
1914,278.161,2,5.04849,0.624212,21.1757,5.01483,28.2411,0.218362,0.230952,0.69074,0.632504,0.024825,0.9025
1915,279.952,2,5.0485,0.624196,21.1757,5.01483,28.2407,0.218356,0.230961,0.690747,0.63254,0.0248248,0.9025
1916,278.29,2,5.04851,0.624188,21.1755,5.01485,28.2403,0.218352,0.230958,0.690742,0.632568,0.0248246,0.9025
1917,280.885,2,5.04849,0.624204,21.1754,5.01485,28.24,0.218351,0.230967,0.690751,0.632575,0.0248243,0.9025
1918,281.814,2,5.0485,0.624232,21.1753,5.01495,28.2398,0.218347,0.230964,0.690782,0.632569,0.0248241,0.9025
1919,280.455,2,5.04849,0.624251,21.1752,5.01496,28.2388,0.218342,0.230957,0.690793,0.632552,0.024824,0.9025
1920,284.669,2,5.04847,0.624309,21.1753,5.01492,28.2394,0.218351,0.230964,0.690791,0.632522,0.0248237,0.9025
1921,284.994,2,5.04845,0.624324,21.1752,5.01498,28.2388,0.218356,0.230972,0.690808,0.632513,0.0248235,0.9025
1922,282.495,2,5.04844,0.62433,21.1751,5.01501,28.2386,0.218361,0.230967,0.690859,0.63247,0.024823,0.9025
1923,293.236,2,5.04845,0.624311,21.1752,5.01516,28.2386,0.21836,0.230967,0.690917,0.632428,0.0248234,0.9025
1924,288.054,2,5.04845,0.624311,21.1749,5.01554,28.238,0.218361,0.23097,0.691001,0.632383,0.0248232,0.9025
1925,285.601,2,5.04845,0.624326,21.1747,5.01594,28.238,0.21836,0.230974,0.691052,0.632361,0.024823,0.9025
1926,280.28,2,5.04845,0.624359,21.1744,5.01607,28.2386,0.218357,0.230969,0.691077,0.632369,0.0248228,0.9025
1927,290.737,2,5.04844,0.624401,21.1741,5.01618,28.2385,0.218354,0.230973,0.691117,0.632366,0.0248232,0.9025
1928,288.39,2,5.04842,0.624441,21.1738,5.01617,28.2379,0.218353,0.230985,0.691111,0.632386,0.0248235,0.9025
1929,294.111,2,5.04841,0.6245,21.1739,5.01615,28.238,0.218355,0.231001,0.69112,0.632387,0.0248241,0.9025
1930,281.445,2,5.04843,0.624509,21.174,5.01614,28.2376,0.218351,0.230994,0.691105,0.632386,0.0248242,0.9025
1931,281.432,2,5.04844,0.624524,21.1739,5.01624,28.238,0.218351,0.230983,0.691091,0.63236,0.0248243,0.9025
1932,277.324,2,5.04846,0.624523,21.174,5.01626,28.2376,0.218349,0.230989,0.691077,0.632341,0.0248238,0.9025
1933,271.798,2,5.04847,0.62454,21.1741,5.01635,28.2365,0.218346,0.230999,0.691061,0.632366,0.0248229,0.9025
1934,274.427,2,5.04846,0.624585,21.1741,5.01633,28.2365,0.218349,0.231002,0.69103,0.632375,0.0248222,0.9025
1935,277.637,2,5.04844,0.624625,21.1743,5.01628,28.236,0.21835,0.231003,0.690999,0.63235,0.0248218,0.9025
1936,278.178,2,5.04844,0.624573,21.1744,5.01607,28.2365,0.218347,0.23102,0.690933,0.632358,0.0248215,0.9025
1937,277.731,2,5.04843,0.624557,21.1746,5.01586,28.2377,0.218349,0.231022,0.690872,0.632368,0.0248214,0.9025
1938,279.853,2,5.04842,0.624569,21.1748,5.01565,28.2378,0.218347,0.231023,0.690823,0.632371,0.0248214,0.9025
1939,277.695,2,5.04842,0.624529,21.1748,5.01554,28.2383,0.218342,0.231035,0.690787,0.632399,0.0248211,0.9025
1940,274.105,2,5.04842,0.624557,21.1748,5.0156,28.2384,0.21834,0.23104,0.690773,0.632423,0.0248205,0.9025
1941,279.791,2,5.04843,0.624566,21.175,5.0156,28.2393,0.218336,0.231062,0.690756,0.632401,0.02482,0.9025
1942,281.806,2,5.04844,0.624565,21.1752,5.01561,28.2394,0.218335,0.231089,0.690772,0.632437,0.0248195,0.9025
1943,282.363,2,5.04845,0.624545,21.1756,5.01566,28.2392,0.218338,0.231107,0.690776,0.632443,0.0248191,0.9025
1944,278.27,2,5.04847,0.624527,21.1759,5.01559,28.24,0.218344,0.23112,0.690781,0.632464,0.0248185,0.9025
1945,282.298,2,5.04848,0.624502,21.176,5.01549,28.2405,0.21835,0.231126,0.690791,0.632511,0.0248184,0.9025
1946,284.135,2,5.04848,0.624459,21.176,5.01545,28.2411,0.21835,0.231135,0.690809,0.63254,0.0248184,0.9025
1947,291.603,2,5.04848,0.624459,21.1763,5.01541,28.2411,0.218351,0.231137,0.690839,0.632537,0.0248189,0.9025
1948,284.785,2,5.04849,0.624399,21.1766,5.01527,28.2415,0.21835,0.23115,0.690838,0.632556,0.024819,0.9025
1949,282.833,2,5.04849,0.624324,21.1767,5.01513,28.2423,0.218348,0.231166,0.690808,0.632552,0.0248189,0.9025
1950,279.493,2,5.04849,0.624321,21.1767,5.01507,28.2423,0.218346,0.231164,0.690774,0.632582,0.0248189,0.9025
1951,276.273,2,5.0485,0.624316,21.1769,5.0151,28.2426,0.218346,0.231163,0.69074,0.632597,0.0248186,0.9025
1952,278.537,2,5.04852,0.624261,21.1769,5.01521,28.2425,0.218343,0.231169,0.690736,0.632618,0.0248183,0.9025
1953,281.492,2,5.04852,0.624203,21.1765,5.01527,28.2419,0.218339,0.231175,0.690729,0.632636,0.0248182,0.9025
1954,281.691,2,5.0485,0.624187,21.1763,5.0152,28.242,0.218339,0.231177,0.690745,0.632602,0.0248178,0.9025
1955,281.325,2,5.04849,0.624135,21.176,5.0152,28.2429,0.218343,0.23118,0.690736,0.632553,0.0248174,0.9025
1956,282.344,2,5.04849,0.624125,21.1759,5.01525,28.2427,0.218345,0.231181,0.690733,0.632527,0.0248172,0.9025
1957,281.046,2,5.04851,0.624077,21.1758,5.01533,28.2426,0.218344,0.231186,0.690711,0.632533,0.0248172,0.9025
1958,289.47,2,5.04851,0.624097,21.1762,5.01539,28.2429,0.218345,0.23118,0.690697,0.632464,0.0248176,0.9025
1959,282.706,2,5.04854,0.624108,21.1764,5.0154,28.2431,0.218342,0.231172,0.690666,0.632424,0.0248178,0.9025
1960,279.844,2,5.04854,0.624114,21.1765,5.0154,28.2437,0.218344,0.231167,0.690658,0.63242,0.0248176,0.9025
1961,280.989,2,5.04855,0.624082,21.1764,5.01544,28.2439,0.218344,0.231164,0.69065,0.63241,0.0248175,0.9025
1962,275.931,2,5.04855,0.624043,21.176,5.01559,28.244,0.218346,0.231167,0.69068,0.632433,0.0248168,0.9025
1963,280.485,2,5.04856,0.623998,21.1758,5.0157,28.2435,0.218345,0.231168,0.690692,0.632423,0.0248165,0.9025
1964,276.917,2,5.04857,0.62398,21.1757,5.01582,28.2435,0.218347,0.231159,0.690667,0.632466,0.0248164,0.9025
1965,273.513,2,5.04857,0.623974,21.1756,5.01594,28.244,0.218349,0.231155,0.690647,0.632512,0.0248159,0.9025
1966,279.216,2,5.0486,0.623957,21.1757,5.016,28.2439,0.218347,0.231154,0.690628,0.632535,0.0248159,0.9025
1967,278.696,2,5.04861,0.623932,21.1757,5.01604,28.2437,0.218348,0.231156,0.690601,0.632566,0.0248158,0.9025
1968,280.878,2,5.04862,0.623918,21.1756,5.01608,28.2438,0.218351,0.231155,0.6906,0.632594,0.0248157,0.9025
1969,286.761,2,5.04863,0.623916,21.1757,5.01624,28.2441,0.218352,0.231155,0.690579,0.632618,0.0248162,0.9025
1970,285.628,2,5.04862,0.623949,21.1756,5.01633,28.2442,0.218356,0.231171,0.690571,0.632675,0.0248164,0.9025
1971,280.553,2,5.04863,0.623961,21.1757,5.01632,28.2441,0.218356,0.231173,0.690554,0.632671,0.0248163,0.9025
1972,286.696,2,5.04863,0.623985,21.176,5.01612,28.2442,0.218351,0.23117,0.690542,0.632654,0.0248167,0.9025
1973,281.329,2,5.04862,0.62404,21.1763,5.01606,28.2448,0.218348,0.231159,0.69053,0.632613,0.0248167,0.9025
1974,281.528,2,5.04862,0.624063,21.1762,5.01619,28.2451,0.218346,0.231145,0.690549,0.632617,0.0248168,0.9025
1975,280.368,2,5.04862,0.624056,21.176,5.01631,28.2447,0.218341,0.231134,0.690548,0.632601,0.0248167,0.9025
1976,284.507,2,5.04861,0.624054,21.1758,5.01627,28.2455,0.218336,0.231133,0.690546,0.632623,0.024817,0.9025
1977,291.463,2,5.04859,0.624072,21.1758,5.01618,28.245,0.218331,0.231126,0.690574,0.632644,0.0248178,0.9025
1978,290.356,2,5.04859,0.624068,21.1755,5.01631,28.2449,0.218322,0.231128,0.690609,0.63268,0.0248184,0.9025
1979,287.712,2,5.0486,0.624043,21.1751,5.01658,28.2441,0.218318,0.231138,0.690655,0.632693,0.0248185,0.9025
1980,288.778,2,5.0486,0.624002,21.1746,5.01677,28.2443,0.218314,0.231151,0.690658,0.63265,0.0248186,0.9025
1981,296.206,2,5.0486,0.623969,21.174,5.01689,28.2445,0.218307,0.231174,0.690665,0.632617,0.0248192,0.9025
1982,284.758,2,5.04859,0.62392,21.1735,5.01692,28.2439,0.218301,0.2312,0.690656,0.632611,0.0248191,0.9025
1983,288.847,2,5.04858,0.623883,21.1733,5.0169,28.2433,0.218297,0.231227,0.690639,0.632594,0.0248191,0.9025
1984,290.57,2,5.04857,0.623877,21.173,5.01698,28.2423,0.218291,0.231241,0.690646,0.632569,0.0248194,0.9025
1985,287.503,2,5.04855,0.623865,21.1727,5.017,28.241,0.218291,0.231249,0.690658,0.63252,0.0248194,0.9025
1986,285.641,2,5.04851,0.623862,21.1724,5.01692,28.2415,0.218293,0.231255,0.690663,0.632498,0.0248193,0.9025
1987,284.303,2,5.04849,0.623821,21.1721,5.01697,28.2414,0.218288,0.231263,0.69069,0.63245,0.024819,0.9025
1988,278.973,2,5.04845,0.623802,21.1718,5.01694,28.2417,0.218288,0.231273,0.690713,0.632438,0.0248183,0.9025
1989,282.995,2,5.04844,0.623753,21.1715,5.01685,28.2414,0.218286,0.231289,0.690736,0.632427,0.0248179,0.9025
1990,284.627,2,5.04842,0.623749,21.1715,5.01666,28.2416,0.21829,0.231311,0.690733,0.632396,0.0248174,0.9025
1991,282.011,2,5.04842,0.623755,21.1715,5.01672,28.2411,0.218296,0.23132,0.690761,0.632383,0.0248169,0.9025
1992,286.316,2,5.04844,0.623799,21.1716,5.01666,28.2406,0.218299,0.231326,0.690787,0.632361,0.0248169,0.9025
1993,283.304,2,5.04845,0.623805,21.1716,5.01659,28.2399,0.2183,0.23133,0.690809,0.63237,0.0248168,0.9025
1994,282.063,2,5.04849,0.623808,21.1717,5.0167,28.2388,0.2183,0.231333,0.690818,0.632386,0.0248167,0.9025
1995,281.039,2,5.04852,0.623806,21.1718,5.01689,28.2379,0.218298,0.231332,0.690826,0.63241,0.0248167,0.9025
1996,278.974,2,5.04853,0.623802,21.1718,5.01701,28.2377,0.218295,0.231321,0.690822,0.632413,0.0248166,0.9025
1997,277.086,2,5.04853,0.623778,21.1716,5.01713,28.2379,0.218292,0.231318,0.690819,0.632432,0.0248163,0.9025
1998,283.852,2,5.04852,0.623804,21.1716,5.01716,28.2378,0.218292,0.231313,0.690834,0.632484,0.0248165,0.9025
1999,281.277,2,5.04851,0.623797,21.1715,5.01722,28.2379,0.218295,0.231316,0.690836,0.632521,0.0248164,0.9025
2000,282.207,2,5.04852,0.623763,21.1716,5.01736,28.2382,0.218298,0.23132,0.69086,0.632526,0.0248162,0.9025
2001,285.529,2,5.0485,0.623768,21.1713,5.01742,28.2394,0.218298,0.23133,0.690872,0.632527,0.0248161,0.9025
2002,284.016,2,5.04848,0.623791,21.1712,5.01754,28.2397,0.218296,0.231331,0.690898,0.632536,0.024816,0.9025
2003,281.991,2,5.04847,0.623818,21.1711,5.01757,28.239,0.21829,0.231326,0.690895,0.632522,0.0248161,0.9025
2004,283.42,2,5.04846,0.623832,21.1713,5.01759,28.2392,0.218287,0.231329,0.690911,0.632532,0.0248161,0.9025
2005,281.889,2,5.04847,0.623849,21.1714,5.0176,28.2394,0.218286,0.231331,0.690895,0.63256,0.0248162,0.9025
2006,283.066,2,5.04849,0.623861,21.1717,5.01756,28.2394,0.21828,0.231329,0.690889,0.632565,0.0248164,0.9025
2007,290.358,2,5.04848,0.623876,21.172,5.01751,28.2393,0.218277,0.231337,0.690897,0.632573,0.0248169,0.9025
2008,281.395,2,5.04848,0.623909,21.1721,5.01746,28.2392,0.21828,0.231341,0.690856,0.632595,0.024817,0.9025
2009,278.345,2,5.04846,0.623928,21.172,5.01737,28.2396,0.218282,0.231352,0.690842,0.632636,0.0248166,0.9025
2010,285.156,2,5.04848,0.623971,21.1717,5.01763,28.2392,0.218275,0.231355,0.690892,0.632662,0.0248167,0.9025
2011,291.531,2,5.04847,0.624035,21.1717,5.01778,28.239,0.218274,0.231347,0.690932,0.632635,0.0248172,0.9025
2012,282.876,2,5.04849,0.624041,21.1717,5.01793,28.2381,0.218267,0.231359,0.690955,0.632659,0.0248171,0.9025
2013,277.157,2,5.04849,0.624071,21.1717,5.01805,28.2382,0.218263,0.231358,0.690966,0.632686,0.0248168,0.9025
2014,289.493,2,5.0485,0.624107,21.1716,5.01833,28.2382,0.218261,0.231352,0.691017,0.632663,0.0248171,0.9025
2015,287.89,2,5.0485,0.624121,21.1715,5.0186,28.238,0.218257,0.23135,0.691077,0.632648,0.0248171,0.9025
2016,282.808,2,5.04849,0.624129,21.1717,5.01852,28.2379,0.218259,0.231351,0.691054,0.632643,0.0248172,0.9025
2017,281.75,2,5.04848,0.624102,21.1717,5.01844,28.2393,0.21826,0.231365,0.691033,0.632662,0.024817,0.9025
2018,276.432,2,5.04847,0.624083,21.1719,5.01823,28.2388,0.218257,0.231367,0.690983,0.632636,0.0248167,0.9025
2019,273.473,2,5.04846,0.624066,21.1719,5.01801,28.2387,0.218254,0.231363,0.690929,0.63262,0.0248162,0.9025
2020,273.526,2,5.04846,0.62405,21.1722,5.01782,28.2386,0.218253,0.231376,0.690898,0.632591,0.0248153,0.9025
2021,276.725,2,5.04846,0.624059,21.1723,5.01772,28.2389,0.21825,0.231383,0.690883,0.632594,0.0248149,0.9025
2022,279.011,2,5.04848,0.624026,21.1726,5.01764,28.2399,0.218247,0.23141,0.690874,0.632635,0.0248144,0.9025
2023,280.708,2,5.04849,0.624033,21.1731,5.01735,28.2393,0.21824,0.231418,0.690836,0.632618,0.0248143,0.9025
2024,282.796,2,5.04847,0.624005,21.1732,5.01724,28.239,0.218237,0.231424,0.690809,0.632624,0.0248144,0.9025
2025,274.811,2,5.04846,0.623981,21.1734,5.01711,28.2392,0.218234,0.231419,0.690786,0.632638,0.0248141,0.9025
2026,277.444,2,5.04844,0.62396,21.1734,5.01696,28.2401,0.218237,0.231409,0.69078,0.632673,0.0248139,0.9025
2027,276.951,2,5.04845,0.623917,21.1735,5.01684,28.2414,0.218239,0.231397,0.69077,0.632688,0.0248137,0.9025
2028,279.256,2,5.04845,0.623901,21.1736,5.01681,28.2411,0.218234,0.231392,0.69075,0.63271,0.0248137,0.9025
2029,282.243,2,5.04845,0.62388,21.1735,5.01667,28.2409,0.218235,0.231384,0.690716,0.632726,0.024814,0.9025
2030,282.54,2,5.04844,0.623888,21.1736,5.0166,28.2402,0.218239,0.23137,0.690724,0.63271,0.024814,0.9025
2031,283.718,2,5.04842,0.623896,21.1736,5.01654,28.24,0.218244,0.231376,0.690727,0.63269,0.0248138,0.9025
2032,282.595,2,5.04842,0.623859,21.1736,5.01658,28.2391,0.218248,0.231381,0.69072,0.632685,0.0248136,0.9025
2033,282.507,2,5.04841,0.623849,21.1736,5.01654,28.2382,0.218251,0.231385,0.690697,0.632691,0.0248136,0.9025
2034,290.079,2,5.04841,0.623822,21.1736,5.0164,28.2383,0.218255,0.231389,0.690713,0.632717,0.0248141,0.9025
2035,288.088,2,5.04842,0.623803,21.1738,5.01635,28.2375,0.218255,0.231391,0.690759,0.632727,0.0248142,0.9025
2036,295.844,2,5.04841,0.623778,21.1737,5.0164,28.2379,0.218261,0.231403,0.690782,0.63274,0.0248149,0.9025
2037,290.532,2,5.04842,0.623798,21.1737,5.01656,28.2389,0.218261,0.231397,0.690816,0.632736,0.0248154,0.9025
2038,286.423,2,5.04843,0.623837,21.1737,5.01671,28.2385,0.21826,0.231395,0.690814,0.632689,0.0248155,0.9025
2039,288.615,2,5.04846,0.623863,21.1738,5.01686,28.2384,0.21826,0.231398,0.690839,0.632689,0.0248158,0.9025
2040,290.408,2,5.04848,0.623831,21.1739,5.01697,28.237,0.218257,0.231411,0.690846,0.632708,0.0248163,0.9025
2041,283.426,2,5.04851,0.623801,21.174,5.01703,28.2367,0.218254,0.231426,0.690821,0.63275,0.0248164,0.9025
2042,280.633,2,5.0485,0.623809,21.1741,5.01697,28.2368,0.218255,0.231431,0.690792,0.632724,0.0248162,0.9025
2043,282.338,2,5.04849,0.623814,21.1742,5.01691,28.2372,0.21826,0.231436,0.690797,0.632705,0.0248159,0.9025
2044,277.847,2,5.0485,0.623804,21.1742,5.01691,28.2369,0.218262,0.231438,0.690805,0.632728,0.0248155,0.9025
2045,284.1,2,5.04851,0.623806,21.1743,5.0169,28.2368,0.218264,0.231442,0.690805,0.632755,0.0248156,0.9025
2046,287.661,2,5.04852,0.623826,21.1747,5.01685,28.2369,0.218271,0.231449,0.690778,0.632746,0.0248158,0.9025
2047,283.627,2,5.04853,0.623821,21.1751,5.01682,28.2372,0.21828,0.231455,0.690778,0.632751,0.0248157,0.9025
2048,288.443,2,5.04854,0.623803,21.175,5.01696,28.2368,0.218285,0.231462,0.69079,0.632786,0.024816,0.9025
2049,289.008,2,5.04856,0.623754,21.175,5.01716,28.2363,0.218288,0.231473,0.690828,0.632801,0.0248161,0.9025
2050,276.579,2,5.04856,0.623755,21.1748,5.0171,28.2363,0.218291,0.231477,0.690835,0.632826,0.0248156,0.9025
2051,280.399,2,5.04856,0.623743,21.1749,5.017,28.2359,0.218296,0.231479,0.690864,0.632851,0.0248152,0.9025
2052,280.981,2,5.04855,0.62373,21.1751,5.01691,28.2364,0.218306,0.231481,0.69087,0.632852,0.0248148,0.9025
2053,277.64,2,5.04855,0.623741,21.1752,5.01679,28.236,0.218309,0.231474,0.690882,0.632849,0.0248143,0.9025
2054,279.672,2,5.04855,0.623728,21.1751,5.01664,28.2362,0.218308,0.23147,0.690881,0.632863,0.0248142,0.9025
2055,281.72,2,5.04853,0.623748,21.1752,5.01654,28.2368,0.218312,0.231464,0.690891,0.632862,0.0248141,0.9025
2056,277.252,2,5.04852,0.623709,21.175,5.01654,28.2372,0.218315,0.231467,0.690892,0.632893,0.0248137,0.9025
2057,276.004,2,5.04851,0.623727,21.175,5.01648,28.2374,0.218319,0.231466,0.690915,0.632898,0.024813,0.9025
2058,278.588,2,5.04852,0.623733,21.1752,5.01654,28.2369,0.218317,0.231458,0.690925,0.632844,0.0248125,0.9025
2059,276.174,2,5.04851,0.623725,21.1752,5.0165,28.2377,0.218318,0.231448,0.690914,0.632845,0.0248122,0.9025
2060,274.889,2,5.0485,0.623733,21.1755,5.01636,28.2379,0.21832,0.231445,0.690901,0.632858,0.0248116,0.9025
2061,276.731,2,5.04848,0.623752,21.1755,5.01628,28.2382,0.218322,0.231435,0.690888,0.632894,0.0248115,0.9025
2062,283.699,2,5.04847,0.623778,21.1755,5.01616,28.2381,0.218327,0.231423,0.690911,0.632905,0.0248116,0.9025
2063,289.169,2,5.04846,0.623788,21.1756,5.01607,28.238,0.218329,0.231414,0.690959,0.632828,0.0248116,0.9025
2064,280.071,2,5.04845,0.623763,21.1755,5.01607,28.2388,0.218331,0.231407,0.690972,0.632831,0.0248114,0.9025
2065,282.783,2,5.04846,0.623693,21.1753,5.01619,28.2379,0.21833,0.231415,0.691001,0.632864,0.0248112,0.9025
2066,278.166,2,5.04846,0.62368,21.1751,5.01619,28.238,0.218331,0.231414,0.691011,0.632871,0.0248108,0.9025
2067,285.229,2,5.04846,0.623688,21.1751,5.01622,28.2376,0.218328,0.231421,0.691026,0.632887,0.0248109,0.9025
2068,282.159,2,5.04846,0.623722,21.1754,5.01606,28.2384,0.218329,0.231419,0.691015,0.632904,0.024811,0.9025
2069,275.539,2,5.04846,0.623712,21.1755,5.01585,28.2387,0.218332,0.231419,0.691004,0.632938,0.0248106,0.9025
2070,279.108,2,5.04847,0.623704,21.1756,5.01575,28.2388,0.218331,0.231417,0.691019,0.632921,0.0248102,0.9025
2071,283.381,2,5.04845,0.623725,21.1757,5.0157,28.2397,0.218337,0.231412,0.691058,0.632929,0.02481,0.9025
2072,283.613,2,5.04846,0.623708,21.1759,5.01564,28.2405,0.218339,0.231413,0.691067,0.632943,0.0248101,0.9025
2073,291.337,2,5.04846,0.623721,21.1761,5.01552,28.241,0.218341,0.23141,0.691099,0.632963,0.0248106,0.9025
2074,279.616,2,5.04845,0.623718,21.1762,5.01541,28.2417,0.218341,0.231408,0.69108,0.632993,0.0248106,0.9025
2075,282.676,2,5.04845,0.623731,21.1765,5.01518,28.2427,0.218341,0.231408,0.691059,0.633024,0.0248108,0.9025
2076,277.167,2,5.04843,0.623704,21.1766,5.01487,28.2432,0.218345,0.231416,0.69105,0.633034,0.0248103,0.9025
2077,286.103,2,5.0484,0.623677,21.1767,5.0146,28.2432,0.218349,0.231431,0.691026,0.633076,0.0248105,0.9025
2078,280.957,2,5.04841,0.623646,21.1769,5.01456,28.2438,0.218351,0.231445,0.691043,0.633109,0.0248101,0.9025
2079,278.484,2,5.0484,0.62366,21.1772,5.01445,28.2444,0.218356,0.231446,0.691019,0.633116,0.0248098,0.9025
2080,285.747,2,5.0484,0.62363,21.1772,5.01439,28.244,0.218351,0.231451,0.691025,0.633094,0.0248099,0.9025
2081,286.988,2,5.04839,0.6236,21.1771,5.01431,28.2433,0.21835,0.231467,0.69102,0.633103,0.02481,0.9025
2082,288.45,2,5.04838,0.623595,21.1771,5.01426,28.2429,0.218349,0.231481,0.691001,0.633101,0.0248103,0.9025
2083,286.408,2,5.04837,0.623613,21.177,5.01425,28.242,0.218346,0.231491,0.690996,0.633121,0.0248105,0.9025
2084,281.788,2,5.04836,0.623605,21.1767,5.01423,28.2409,0.218341,0.231504,0.69095,0.633114,0.0248105,0.9025
2085,280.586,2,5.04834,0.623617,21.1766,5.01415,28.2404,0.21834,0.231503,0.690903,0.633107,0.0248105,0.9025
2086,283.195,2,5.04831,0.623607,21.1764,5.0141,28.241,0.218341,0.231507,0.690885,0.63311,0.0248106,0.9025
2087,282.565,2,5.0483,0.623597,21.1764,5.01405,28.2415,0.218336,0.231501,0.690859,0.633078,0.0248107,0.9025
2088,286.632,2,5.04826,0.623568,21.1763,5.01376,28.2419,0.218336,0.231508,0.690814,0.633075,0.024811,0.9025
2089,283.609,2,5.04822,0.623548,21.1761,5.01353,28.2417,0.218337,0.231506,0.690768,0.633094,0.0248114,0.9025
2090,285.381,2,5.04821,0.623561,21.1761,5.01348,28.242,0.218341,0.231512,0.690767,0.633099,0.0248114,0.9025
2091,280.877,2,5.0482,0.623564,21.1762,5.01354,28.2424,0.218344,0.231515,0.69079,0.633101,0.024811,0.9025
2092,282.164,2,5.04819,0.623521,21.1762,5.01345,28.2423,0.218346,0.231526,0.69076,0.633123,0.024811,0.9025
2093,287.939,2,5.0482,0.623494,21.1763,5.01335,28.2423,0.218343,0.231534,0.690726,0.63312,0.0248115,0.9025
2094,285.783,2,5.04823,0.623445,21.1763,5.01339,28.2422,0.218341,0.231543,0.690711,0.633097,0.0248116,0.9025
2095,287.287,2,5.04825,0.623408,21.1762,5.0133,28.242,0.218339,0.231553,0.690695,0.633067,0.0248118,0.9025
2096,285.353,2,5.04826,0.623394,21.1763,5.01327,28.2423,0.218337,0.23156,0.690669,0.633023,0.0248118,0.9025
